activity_id	activity_name	activity_url	activty_dates	activity_times	activty_place	activity_district	activity_address	activity_description
364	Espacio Iupiiiii	https://disfrutemosba.buenosaires.gob.ar/lugares/espacio-iupiiiii	NULL	NULL	Museos y Galerias	NULL	NULL	iiUpiiiii es el primer espacio cultural para la primera infancia de la Ciudad. Un espacio desarrollado por profesionales especializados en esta etapa infantil, que potencia y estimula la sensorialidad, la curiosidad, la sorpresa y el juego. Dirigido a ninos y ninas de 0-3 anos, presenta un universo seguro, con texturas y colores para disfrutar de las diferentes estaciones ludicas.La inscripcion y el ingreso es para un/a (1) nino/a acompanado/a de un (1) adulto. Las personas visitantes deberan ingresar sin calzado y es obligatorio el uso de cubreboca para los adultos. El turno tiene una duracion de 40 minutos. Solo se podra acceder al espacio a traves de previa inscripcion.Sabado 16 de julio de 2022Domingo 17 de julio de 2022Lunes 18 de julio de 2022Martes 19 de julio de 2022Miercoles 20 de julio de 2022Jueves 21 de julio de 2022Viernes 22 de julio de 2022Sabado 23 de julio de 2022Domingo 24 de julio de 2022Lunes 25 de julio de 2022Martes 26 de julio de 2022Miercoles 27 de julio de 2022Jueves 28 de julio de 2022Viernes 29 de julio de 2022Sabado 30 de julio de 2022Domingo 31 de julio de 2022De 11 a 17 h.Todas las entradas son gratuitas. La reserva de entradas se habilitara a las 10 am, en esta misma pagina, 72 horas antes del evento.Entradas con reservas en esta pagina.&nbsp;
394	Cine Cosmos	https://disfrutemosba.buenosaires.gob.ar/lugares/cine-cosmos	NULL	NULL	Centros culturales	Villa General Mitre	Av. Corrientes 2046, C1045AAP CABA, Argentina	NULL
404	Ciclo de Musica Clasica	https://disfrutemosba.buenosaires.gob.ar/lugares/ciclo-de-musica-clasica	NULL	NULL	NULL	NULL	NULL	La Banda Sinfonica de la Ciudad de Buenos Aires continua con sus presentaciones e invita al concierto que dara lugar en la Legislatura Portena dirigido por el Mtro. Carlos David Jaimes. Sera un concierto con un amplio repertorio especial de clasicos.Programa:Obertura de concierto N°1: Alberto WilliamsObertura de concierto N°2: Alberto WilliamsMi vina de Chapanay: Carlos GuastavinoVerano porteno: Astor PiazzollaEl Firulete, Grisel y Taquito Militar:&nbsp;Mariano MoresArreglos: Martin DarreViernes 12 de agosto | 18h&nbsp;Salon Dorado Legislatura Portena | Peru 160Entrada gratuita------------------------------------------------------------------------------------------------------------------------------------------------Carlos David Jaimes. Realizo sus estudios de musica en la Universidad Nacional de las Artes. Se formo en direccion orquestal con Mario Benzecry y Carlos Calleja y se perfecciono en la Fundacion Teatro Colon y el Mozarteum Argentino. Fue director adjunto de la Orquesta Academica del Teatro Colon y dirigio operas, operetas y titulos del repertorio coreografico junto al Ballet Nacional. Fue director musical del Ballet Contemporaneo del Teatro San Martin. Dirigio como invitado las orquestas Academica del Teatro Colon, Filarmonica de Mendoza, Sinfonica de Santa Fe, Sinfonica de Bahia Blanca, Nacional de Musica Argentina Juan de Dios Filiberto, Sinfonica Municipal de Avellaneda, Sinfonica de la Universidad Nacional de Tucuman, Nacional Juvenil de Chile, entre otras; director adjunto de la Orquesta Academica de Buenos Aires desde su creacion hasta 2018 y director asistente de la Orquesta Sinfonica Municipal de Florencio Varela.La Banda Sinfonica de la Ciudad de Buenos Aires. Organismo estable de la Direccion General de Musica, fue creada por iniciativa del director Antonio Malvagni, para darle a la ciudad una agrupacion sinfonica de caracter permanente. Se presento oficialmente en el Teatro Colon el 14 de Mayo de 1910 para celebrar el Centenario de la Revolucion de Mayo. Fue dirigida por figuras de trayectoria nacional e internacional como Rafael Del Giudice, Domingo Calabro, Reinaldo Zamboni, Mariano Drago, Gerardo Gandini, Roberto Farias (Brasil), Dennis Johnson (Estados Unidos), Vito Clemente (Italia), Jose Maria Castro, Pascual Grisolia, Mario De Rose, Bernardo Teruggi, Gustavo Fontana y Jose Luis Cladera, Mario Perusso y Lito Valle. A ellos se sumaron Juan Jose Castro, Luis Gianneo, Pedro Ignacio Calderon y Simon Blech, entre otros. Sus actuales directores son Dario Dominguez Xodo y Carlos David Jaimes. Desde sus inicios, la Banda Sinfonica de la Ciudad realiza una constante tarea de divulgacion tanto en espacios abiertos, plazas y parques como en salas de conciertos y escuelas publicas portenas, donde desarrolla una intensa labor pedagogica mediante su ciclo anual de conciertos didacticos. En el ano de su 110° aniversario tiene muchas novedades y festejos, en breve presentara un libro con detalles de extensa trayectoria e imagenes historicas ineditas; tambien tiene programado una presentacion mensual en la sala de la Usina del Arte, donde alternaran conciertos didacticos para alumnos de escuelas portenas y conciertos especiales.
417	Parque de la Estacion	https://disfrutemosba.buenosaires.gob.ar/lugares/parque-de-la-estacion	NULL	NULL	Parques y Plazas	Almagro	Tte. Gral. Juan Domingo Peron 3326, B1613AUT CABA, Argentina	NULL
423	Mi vereda	https://disfrutemosba.buenosaires.gob.ar/lugares/mi-vereda	NULL	NULL	Museos y Galerias	NULL	NULL	&nbsp;En uno de los museos mas importantes de la ciudad, se podra disfrutar una nueva edicion de Mi&nbsp;vereda, una muestra al aire libre y en el espacio publico, ya que sera en la vereda del Museo Moderno, en San Telmo.Mi&nbsp;vereda&nbsp;es un proyecto ideado y coordinado por la artista visual Valeria Vilar, con Zoe Di Rienzo como curadora invitada. Se trata de un proyecto expositivo en la via publica, que muestra la produccion de artistas locales y en cada edicion convoca a diversos artistas invitados a exponer su produccion en el espacio urbano.En esta edicion de&nbsp;Mi&nbsp;vereda&nbsp;en el Moderno participan los artistas Daniel Joglar, Jazmin Saidman y Alfio Demestre junto al sello discografico Otras Formas, que presentara a Alejandro Ros musicalizando la tarde con un DJ set.&nbsp;Las propuestas son de caracter participativo, entendiendo la accion como un espacio de intercambio y encuentro entre la comunidad artistica, el museo, los visitantes, vecinos y peatones.Daniel Joglar&nbsp;va a intervenir la fachada del museo con objetos, algunos encontrados y otros adquiridosAlfio Demestre&nbsp;realizara una obra participativa bajo el titulo Dibujando con el robot. El encuentro propone la intervencion de un robot para producir dibujos.Jazmin Saidman&nbsp;presentara la performance ¿Te puedo hacer una pregunta?, en una accion participativa que invita a los visitantes a hacerle una pregunta&nbsp;que no tiene una respuesta correcta, sino una respuesta unica y personal.&nbsp;Y Alejandro Ros acompanara las propuestas con musica para bailar desde la vereda del museo.&nbsp;Ademas, quienes visiten el museo podran participar de las actividades de Vacaciones de invierno en el Moderno y recorrer las salas donde se presentan las exposiciones que conforman el programa Un dia en la TierraDomingo 31 de julio| 14hMuseo Moderno | Av. San Juan 350&nbsp;Entrada gratuita
427	Feria de Mataderos	https://disfrutemosba.buenosaires.gob.ar/lugares/feria-de-mataderos	NULL	NULL	NULL	NULL	NULL	En la Feria de Mataderos podes comprar piezas artesanales unicas realizadas por artesanos y artesanas de distintas partes de nuestro pais. Desayunar, almorzar o merendar con amigos o familia y disfrutar de comidas y dulces regionales. Aprender telar, danzas folkloricas, guitarra, lengua quichua, sikus. Participar de sus talleres gratuitos y libres para todas las edades.Todos los domingos | De 11 a 18 hAv. Lisandro de la Torre y Av. de los Corrales | MataderosEntrada libre y gratuita. Se suspende por lluvia.#Cuidarteescuidarnos------------------------------------------------------------------------------------------------------------------------------------------------Sobre la FeriaFue creada en 1986 con el objetivo de generar un espacio permanente para la produccion y difusion de nuestras raices culturales a traves de las artesanias, la musica, los platos tipicos y todas las costumbres de nuestro folclore nacional. Es asi que durante todos estos anos, vecinos y vecinas de la Ciudad pudieron acercarse a su inmenso predio al aire libre para degustar lo mejor de nuestra gastronomia, ver en vivo a artistas folcloricos locales y regionales, y adquirir piezas realizadas por productores artesanales de todo el pais.La Feria, una de las mas grandes de la Ciudad, se convirtio en un verdadero espacio de encuentro, hecho a medida de los historicos mercados populares, donde se valoriza tanto la calidad como la autenticidad de los productos expuestos y ofreciendo espectaculos de musica y baile realizados por profesionales de nuestro folclore.
435	La Rural	https://disfrutemosba.buenosaires.gob.ar/lugares/la-rural	NULL	NULL	Centros culturales	Palermo	Av. Sarmiento 2704, Buenos Aires, Argentina	NULL
458	Espacio Cultural Julian Centeya	https://disfrutemosba.buenosaires.gob.ar/lugares/espacio-cultural-julian-centeya	NULL	NULL	Centros culturales	San Cristobal	Av. San Juan 3255, C1233ABC CABA, Argentina	NULL
472	Biblioteca del Teatro Colon	https://disfrutemosba.buenosaires.gob.ar/lugares/biblioteca-del-teatro-colon	NULL	NULL	Teatros	NULL	NULL	La Biblioteca del Teatro Colon cuenta con un vasto material de archivo, integrado por programas de mano que datan desde 1908 a la actualidad, libros, recortes, diarios musicales, partituras, entre muchos documentos mas, ademas de que se encuentra en permanente incorporacion y restauracion de los mismos. En este momento, el espacio cuenta con aproximadamente entre cinco mil y siete mil ejemplares y prevee aumentar su cantidad.Desde hace unos anos, la sala cuenta con terminales de autoconsulta sobre los programas de mano digitalizados, donde los asistentes podran informarse dentro de la intranet del Centro de Documentacion. La biblioteca, ademas, cuenta con un escaner que permitira reproducir sin cargo y a quien lo necesite, hasta dos hojas por libro.Ya se encuentran a disposicion para su consulta los recortes de prensa (encuadernados)&nbsp; desde el ano 1928, que se van incorporando a la coleccion existente en biblioteca.De lunes a viernes de 10 a 17 h con turno previo. Pedi tu turno en&nbsp;bibliotecaeatc@buenosaires.gob.ar | Para mas informacion comunicarse al&nbsp; 4378-7137&nbsp; o&nbsp; 4378-7198Teatro Colon | Tucuman 1171 | (Pasaje de los Carruajes)Entrada gratuita#Cuidarteescuidarnos
485	Biblioteca Evaristo Carriego	https://disfrutemosba.buenosaires.gob.ar/lugares/biblioteca-evaristo-carriego	NULL	NULL	Bibliotecas	Palermo	Honduras 3784, C1180 ACB, Buenos Aires, Argentina	NULL
487	Casa de la lectura	https://disfrutemosba.buenosaires.gob.ar/lugares/casa-de-la-lectura	NULL	NULL	Bibliotecas	Villa Crespo	Lavalleja 924, C1414DTT CABA, Argentina	NULL
500	Espacio Cultural Carlos Gardel	https://disfrutemosba.buenosaires.gob.ar/lugares/espacio-cultural-carlos-gardel	NULL	NULL	Centros culturales	Colegiales	Olleros 3640, C1427EGP CABA, Argentina	NULL
520	Smart Plaza	https://disfrutemosba.buenosaires.gob.ar/lugares/smart-plaza	{'Sabado', 'Lunes', 'Miercoles', 'Martes', 'Domingo', 'Jueves', 'Viernes'}	{'11:00 a 01:00', '11:00 a 00:00'}	Gastronomia	Parque Patricios	Pepiri 185, C1437 EIC, Buenos Aires, Argentina	Smart Plaza Patio Parque Patricios, la primera plaza inteligente de America Latina, se renovo y suma una experiencia tecnologica con aplicacion propia. Cuenta con seis puestos con oferta gastronomica de hamburguesas, pizzas, comida natural, pescados, helado, pasteleria y cafeteria ademas de dos cervecerias, todo para disfrutar al aire libre. Los diferentes menus pueden verse y pedirse desde la aplicacion Smart Plaza para evitar largas filas, pagar de forma electronica y poder ubicarse en una de las 50 mesas con bancos de madera a disposicion.Lunes a Jueves | 11 a 00 hViernes y sabados | 11 a 1 hDomingo | 11 a 00 hPepiri 185 (esquina Uspallata)Entrada libre y gratuita
523	Corrientes Cultural	https://disfrutemosba.buenosaires.gob.ar/lugares/corrientes-cultural	NULL	NULL	NULL	NULL	NULL	Corrientes Cultural es el ciclo de impulso a la reactivacion de la calle Corrientes. Todos los fines de semana, desde el 21 de mayo y durante 20 noches, se ofrecera una propuesta diferente para disfrutar de musica, teatro, letras, humor, danza y visuales, acercando al publico a la oferta cultural de una de las calles portenas mas emblematicas. Los shows se presentaran frente a teatros, bares, restaurantes, pizzerias y disquerias de la calle de las marquesinas.&nbsp;Participaran: Antonio Birabent, Violeta Urtizberea, Anibal Pachano y el elenco de Asi vuelvo, Valeria Archimo junto al elenco de El Cusifai, Gladys Florimonte, Benjamin Alfonso, Tamara Tenenbaum, Voxpop, Belen Pasqualini, Noialtri, y el elenco de ¿Una y mil?, entre otros artistas. Tambien formaran parte de la programacion el Instituto Superior de Arte del Teatro Colon, con una presentacion de su ensamble de vientos y el especial La noche de los musicales, con cuadros y escenas de los elencos de La Desgracia, LO QUIERO YA! y Footloose. Los ultimos 3 fines de semana, estaran destinados a infancia, con especiales de Vacaciones de Invierno en la Ciudad. Habra distintas propuestas, shows musicales y teatrales infantiles.AGENDA VACACIONES DE INVIERNOSabado 16/7 - 19:30 h TopaCalle Corrientes y LibertadDomingo 17/7 - 17 h DesenchufadosCalle Corrientes entre Uruguay y Parana&nbsp;Sabado 23/7 - 16 h SaltimbanquisFrente al Teatro ApoloDomingo 24/7 - 15 h Cantando con Adriana y Bailando con JulietaFrente al Teatro PremierSabado 30/7 - 15 h Cantando a la hora del teFrente al Teatro PicadillyDomingo 31/7 - 13 h Masha y el OsoFrente al Metropolitan SuraDel 21 de mayo al 31 de julio | Sabados y domingos por la noche sobre la Av. CorrientesTodas las actividades seran al aire libre de manera gratuita. 
530	Agosto en el Cultural Carlos Gardel	https://disfrutemosba.buenosaires.gob.ar/lugares/agosto-en-el-cultural-carlos-gardel	NULL	NULL	Centros culturales	NULL	NULL	Este agosto, en el Centro Cultural Carlos Gardel, empieza con las siguientes actividades:IndomitaA partir de un juego se produce un encuentro de cuatro mujeres que hicieron historia: Marilyn Monroe, Juana Azurduy, Marie Curie y Simone de Beauvoir. A traves de cartas originales escritas por ellas: una guerrera, una filosofa, una actriz y una cientifica, cada una nos acerca a sus ideas, convicciones, amores, angustias, contradicciones y pasiones.5 de agosto | 20:30h&nbsp;“Cumbia Morena Cumbia”, Mauricio KartunEntre las ruinas de un viejo club abandonado, Wily y Rulo esperan a las rubias de sus suenos. Se debaten entre el escepticismo y la ilusion, entre la euforia y la depresion. Al modo de los personajes beckettianos estos Vladimir y Estragon vernaculos expresan la desolacion, la negacion de la realidad y del paso del tiempo utilizando como unico recurso la construccion de una historia conmovedora por lo ilusoria y fantastica. Como siempre la lucha entre la fantasia y lo real, entre las circunstancias que corroen y las esperanzas que nos invitan a seguir.&nbsp;6 de agosto | 20:30hTodos Vivos2 de abril de 1982. Luis, un muchacho de 18 anos, es convocado a la guerra de Malvinas. La idea de ir al combate lo paraliza y el terror le hace perder la razon. Desde entonces es un excombatiente que vive a la intemperie del sentido, un veterano que camina en el limite entre la realidad y la ficcion de nuestra propia historia.12 de agosto | 20:30hLa Magia es cosa seriaUn espectaculo de magia, clown, circo y comedia fisica creado por Capotina, donde Kikina y Allegro transitan situaciones disparatadas siendo el hilo conductor la magia.13 de agosto | 16hEl Karaoke del Buen SufrirLa Conga del Buen Sufrir te invita a El Karaoke del Buen Sufrir, una posibilidad unica de subirte al escenario a cantar con una banda en vivo y divertirte con monologos y escenas de humor.13 de agosto | 20hTenues e Intensos, Lila KB&nbsp;&nbsp;Una muestra basada en series desarrolladas durante los particulares anos 2020 y 2021. Estos cuadros buscan reflejar la interaccion compleja entre mi mundo interior y exterior, unidos por una energia vital que irrumpe y se arremolina. La estructura nace del gesto automatico. En algun momento, las imagenes se diluyen, se conectan con un recuerdo intenso y definen la conexion personal con esa imagen. El espectador completara la obra.Inauguracion 2 de agosto | 19h2 al 14 de agosto | 11 a 20hArtistas por PalestinaSeleccion de obras pertenecientes a la coleccion del III Salon Latinoamericano y VI Nacional de Grabado Palestina Libre. Esta exposicion resalta el compromiso de artistas por la defensa de los derechos humanos del pueblo palestino. Desde distintos ambitos de la cultura Argentina y de otros paises de America Latina, las artes plasticas y otros modos de expresion se han constituido en medios esenciales para difundir la realidad palestina y concientizar sobre lo que padece. “Artistas por Palestina” es una puerta, una ventana, una llave fundamental para ver, escuchar y sentir parte de la realidad del pueblo palestino.16 al 28 de agosto | 11 a 20hEspacio Cultural Carlos Gardel | Olleros 3640Entrada libre y gratuita
532	Agosto en el EC Julian Centeya	https://disfrutemosba.buenosaires.gob.ar/lugares/agosto-en-el-ec-julian-centeya	NULL	NULL	Centros culturales	NULL	NULL	Las Marias: Asociacion Civil 7 coloresEsta obra de teatro trata la vida de dos hermanas que se reencuentran en un lugar indefinido. Sus historias estan atravesadas en sus relatos, con recuerdos de sus infancias y adolescencias. Un padre patriarcal las vincula al mandato de ser mujer. El perdon a una madre y la muerte inesperada por un femicidio las hara entretejer nuevos desafios con la esperanza de encontrar la libertad anorada.Esta obra esta inspirada en mujeres que fueron victimas de violencia de genero. Donde el poder se construye en estructuras de techos de cristales que repercuten en la vida de cuerpos femeneizados. Un arduo trabajo de mirada interseccional vincula al espectador a una profunda reflexion de los privilegios adquiridos y los derechos que faltan conquistar para las mujeres, travestis, lesbianas y trans, ¿La sororidad sera el unico destino?Viernes 5 de agosto | 20:30hOrquesta de tango de la UNA + Quinteto de los ReyesLa Orquesta de Tango de la UNA, dirigida por Ariel Pirotti, esta integrada por estudiantes y musicos muy jovenes, e intenta evocar la sonoridad de las grandes orquestas tipicas que florecieron en los anos dorados del tango desde una estetica renovadora con sus arreglos e interpretaciones. Con su primer disco El Rejunte recibio el Premio Gardel como Mejor Nuevo Artista de Tango. Se presento en diversos escenarios portenos y fue nominada al Latin Grammy 2017.Formado en 2016 por Alejo de los Reyes, el Quinteto De los Reyes grabo el acompanamiento de los discos de Ruben Llaneza (cantor de la orquesta de Joaquin Do Reyes en la decada del 50) y Paula Serrano. Participo de varios importantes eventos, entre los que se destaca su concierto en el Festival Buenos Aires Tango 2018. Actualmente se encuentra registrando su primer disco instrumental, con nuevas versiones de tangos clasicos y algunas composiciones originales.Sabado 6 de agosto | 21hGushiEl diabolo es un invento milenario de origen chino. Se utilizaba tiempo antes de Cristo para ahuyentar malos espiritus. Brunitus recupera este origen mistico en su nuevo espectaculo para generar un viaje. Un viaje por las emociones humanas a traves de este elemento que gira, da saltos y se enreda, como nuestras historias.Gushi es una fabula circense. Una propuesta poetica e intensa. Un espectaculo para toda la familia.Domingo 7 de agosto | 17hLucia D’Agostino en Concierto: Cantando HistoriasLa cantante homenajea a Carlos Gardel compartiendonos un repertorio variado, acompanada por Shino Onhaga en piano y Olga Talero en violin.Viernes 12 de agosto | 20hEspacio Cultural Julian Centeya - Av. San Juan 3255Entrada gratuita
544	Soltate | Deja tus rueditas	https://disfrutemosba.buenosaires.gob.ar/lugares/soltate-deja-tus-rueditas	NULL	NULL	NULL	NULL	NULL	Soltate es un programa en donde profesores especializados ensenan diversos tips para mantener el equilibrio y aprender a andar en bici. Se desarrolla en diferentes espacios publicos de la Ciudad y promueve y fomenta el uso responsable de la bici en la ciudadania.Sabado 16, domingo 17, sabado 23, domingo 24, sabado 30 y domingo 31 de julio de 2022&nbsp; | De 11 a 16 hPlaza de la Usina del Arte | Agustin R. Caffarena 1&nbsp;Entrada libre y gratuita.
546	Vacaciones en el Jardin Botanico	https://disfrutemosba.buenosaires.gob.ar/lugares/vacaciones-en-el-jardin-botanico	NULL	NULL	Parques y Plazas	NULL	NULL	El Jardin Botanico Carlos Thays conserva una importante coleccion viva de ejemplares arboreos en 7 hectareas. Ademas desarrolla tareas de capacitacion docente, reproduce y multiplica especies vegetales, y lleva adelante proyectos de conservacion de la biodiversidad, fitosanidad y huerta organica.El Jardin los invita a participar de algunas de sus multiples actividades del mes de julio.ESPECIAL Vacaciones de InviernoMartes y viernes de vacaciones: Biblioteca infantil de la naturaleza de 11 a 12:30 y de 14:30 a 16:30 h.Sabados y domingos de vacaciones: Visitas guiadas 10.30 horas Visita al jardin para mariposas de 12 a 13 horas Biblioteca infantil de la naturaleza de 14.30 a 17.30 horas Visitas guiadas 15 horas Visita al invernaculo principal de 16 a 17 horasDe martes a viernes de 8 a 18 h | Sabados, domingos y feriados de 9.30 a 18 h (el ingreso es hasta 17.30h). En los dias de inclemencias climaticas (vientos intensos, lluvias, lloviznas persistentes) el jardin permanecera cerrado por razones de seguridad.Jardin Botanico | Av. Santa Fe 3954Entrada gratuita
554	Folclore en casa	https://disfrutemosba.buenosaires.gob.ar/lugares/folclore-en-casa	NULL	NULL	NULL	NULL	NULL	La tercera temporada, conducida por Mariana Bocca que podra verse los domingos a las 21 horas por el canal de la Ciudad y por la plataforma Vivamos Cultura, llega renovada. Este ano, cada emision se filmara en una pena o espacio dedicado al folklore en la Ciudad de Buenos Aires o del conurbano. Una vez mas los entrevistados seran artistas reconocidos del folklore argentino como: Zamba Quipildor, Aldy Balestra y el trio Tupa, Sant2, el Condor Sbarbati, La Fortunata (Guadalupe Fleitas y Sebastian Farias Gomez), Nancy Abalos, Caro Centurion, Ffanco Luciani, Nahuel Pennisi y el Chango Spasiuk.Por “Folklore en Casa” ya pasaron figuras de la talla de: Antonio Tarrago Ros, Marian Farias Gomez, Belen Jaramillo, el Indio Rojas, Carlos Di Fulvio, Lorena Astudillo, Jose Luis Castineira de Dios, la Negra Chagra y Pancho Figueroa, entre otros. Y en su tercera edicionpromete seguir resaltando y visibilizando la importancia de este arte federal que es parte de nuestra cultura.Sobre el programa“Folklore en casa” surge de un convenio firmado el 22 de agosto de 2020, Dia del Folklore, entre el Ministerio de Cultura de la Ciudad y la Academia Nacional del Folklore, De esta manera, el Ministerio de Cultura, a traves de su programa Cultura Federal, y el Canal de laCiudad se proponen difundir nuestro arte folklorico a traves de sus mas variados referentes. El Canal de la Ciudad se emite por Cablevision 7– 515 (Flow), Telecentro 22(Digital) – 71, Intv 27, Red Intercable 401 (Digital), DirecTV 239.
564	Presentaciones de libros	https://disfrutemosba.buenosaires.gob.ar/lugares/presentaciones-de-libros	NULL	NULL	Espectaculos	NULL	NULL	Libros creados por pensadores, creadores, artistas que inspiran la creatividad, el vinculo con las artes, el descubrimiento de vocaciones, los cruces y mezclas de disciplinas y estilos, la experimentacion, el conocimiento de diferentes lenguajes creativos, la cultura libre, sustentable y colaborativa. Durante Mayo y Junio, en CC Recoleta se presentaran los siguientes libros:Mar. 26.07 El tiempo de Isidro de Nico Mendoza | 18 h | Sala 6Sab. 30.07 Proyectos de Fanzine, Novela grafica y Libro Album | 15 h | Patio de los NaranjosMar. 02.08 Esencia de cada alma de Franco Avolio | 19 h | Sala 6
565	Lecturas Performaticas	https://disfrutemosba.buenosaires.gob.ar/lugares/lecturas-performaticas	NULL	NULL	Espectaculos	NULL	NULL	La vinculacion de estas artes y el texto escrito genera creaciones performaticas: lecturas que suceden entre videoinstalaciones y musica. Poetas que escriben desde la incertidumbre. Textos que se hacen sonoros, visuales, tangibles. Durante los meses de Mayo, Junio y Julio se llevaran a cabo las siguientes lecturas performaticas en CC Recoleta:&nbsp;Jue. 11.08 La guerra suave. Karaoke poetico organizado por Malena Saito y Florencia Del Castillo | 19 h | Patio del Aljibe&nbsp;Dom. 21.08&nbsp; Auto Cine organizado por Colectivo 17 | 18 h | CineJue. 08.09 Las venas comunicantes organizado por Flor Codagnone y Damo Munoz | 19 h | Patio del Aljibe
569	Pedaleando BA	https://disfrutemosba.buenosaires.gob.ar/lugares/pedaleando-ba	NULL	NULL	NULL	NULL	NULL	Pedaleando BA, es uno de los programas de Turismo en Barrios, los circuitos autoguiados organizados por el Ente de Turismo de la Ciudad de Buenos Aires. La propuesta es recorrer los barrios de la Ciudad con rutas al aire libre para hacer a pie o en bicicleta, y disfrutar de la gastronomia, el arte urbano, los comercios, los espacios verdes y los lugares mas emblematicos de cada uno.&nbsp;Mediante un mapa online, se pueden localizar una enorme variedad de puntos de interes: plazas, parques, rincones especiales, murales, clubes, edificios emblematicos por su arquitectura y diseno, comercios, su historia y mitos que marcan la impronta de cada barrio.CONOCE TODOS LOS RECORRIDOSCIRCUITO 1 | Caballito, Villa Crespo y ColegialesMezcla de tradicion con modernidad, pedalear por estos barrios te invita a conocer joyas arquitectonicas, sumergirte en el tango de Pugliese, perderte en el aroma a cafe de los Bares Notables que encontraras por el camino y detenerte a descansar en sus parques y plazasCIRCUITO 2 | Saavedra, Villa Urquiza y CoghlanPedalear por estos barrios te invita a conocer museos, parques, murales y la huella profunda de la presencia artistica en la figura del Polaco Goyeneche.CIRCUITO 3 | Coghlan, Belgrano y NunezEn la zona norte del mapa de la Ciudad, el Ferrocarril dejo su huella. En dos ruedas, vas a poder apreciar como conviven las casonas senoriales con construcciones muy modernas. Disfruta de sus espacios verdes, de las callecitas con historia y animate a conocer todos sus secretos.CIRCUITO 4 | Parque Chacabuco, Boedo y Parque PatriciosUna invitacion a asomarte a tu ninez, cuando jugabas en la vereda y todo era diversion. Calles empedradas, casas bajas, mucho arte urbano, rincones llenos de historia y espacios verdes para descansar en medio de la naturaleza. ¡A disfrutar!CIRCUITO 5 | PalermoUn barrio lleno de arte urbano y espacios verdes, como el Jardin Japones, plaza Italia y los parques Las Heras y Tres de Febrero. En el medio, vas a encontrar una buena cantidad de propuestas gastronomicas y un circuito de interesantes museos. ¿Vamos?CIRCUITO 6 | Recoleta y RetiroSon dos de los barrios mas emblematicos y con mayor cantidad de atractivos turisticos de la Ciudad. Desde las dos ruedas, vas a poder ver construcciones de gran valor arquitectonico, como el Teatro Colon, la Cancilleria o la Facultad de Derecho de la UBA. Tambien te encontraras con hermosos espacios verdes, entre ellos la plaza Lavalle, la plaza Francia y la plaza San Martin. Y, ademas, vas a pasar por una enorme variedad de museos, el de Bellas Artes o el de Arquitectura y Diseno, entre otros. Tambien vas a disponer de una buena cantidad de propuestas gastronomicas. ¡Que disfrutes del paseo!&nbsp;
