activity_id	activity_name	activity_url	activty_dates	activity_times	activty_place	activity_district	activity_address	activity_description
404	Ciclo de Musica Clasica	https://disfrutemosba.buenosaires.gob.ar/lugares/ciclo-de-musica-clasica	NULL	NULL	NULL	NULL	NULL	La Banda Sinfonica de la Ciudad de Buenos Aires continua con sus presentaciones e invita al concierto que dara lugar en la Legislatura Portena dirigido por el Mtro. Carlos David Jaimes. Sera un concierto con un amplio repertorio especial de clasicos.Programa:Obertura de concierto N°1: Alberto WilliamsObertura de concierto N°2: Alberto WilliamsMi vina de Chapanay: Carlos GuastavinoVerano porteno: Astor PiazzollaEl Firulete, Grisel y Taquito Militar:&nbsp;Mariano MoresArreglos: Martin DarreViernes 12 de agosto | 18h&nbsp;Salon Dorado Legislatura Portena | Peru 160Entrada gratuita------------------------------------------------------------------------------------------------------------------------------------------------Carlos David Jaimes. Realizo sus estudios de musica en la Universidad Nacional de las Artes. Se formo en direccion orquestal con Mario Benzecry y Carlos Calleja y se perfecciono en la Fundacion Teatro Colon y el Mozarteum Argentino. Fue director adjunto de la Orquesta Academica del Teatro Colon y dirigio operas, operetas y titulos del repertorio coreografico junto al Ballet Nacional. Fue director musical del Ballet Contemporaneo del Teatro San Martin. Dirigio como invitado las orquestas Academica del Teatro Colon, Filarmonica de Mendoza, Sinfonica de Santa Fe, Sinfonica de Bahia Blanca, Nacional de Musica Argentina Juan de Dios Filiberto, Sinfonica Municipal de Avellaneda, Sinfonica de la Universidad Nacional de Tucuman, Nacional Juvenil de Chile, entre otras; director adjunto de la Orquesta Academica de Buenos Aires desde su creacion hasta 2018 y director asistente de la Orquesta Sinfonica Municipal de Florencio Varela.La Banda Sinfonica de la Ciudad de Buenos Aires. Organismo estable de la Direccion General de Musica, fue creada por iniciativa del director Antonio Malvagni, para darle a la ciudad una agrupacion sinfonica de caracter permanente. Se presento oficialmente en el Teatro Colon el 14 de Mayo de 1910 para celebrar el Centenario de la Revolucion de Mayo. Fue dirigida por figuras de trayectoria nacional e internacional como Rafael Del Giudice, Domingo Calabro, Reinaldo Zamboni, Mariano Drago, Gerardo Gandini, Roberto Farias (Brasil), Dennis Johnson (Estados Unidos), Vito Clemente (Italia), Jose Maria Castro, Pascual Grisolia, Mario De Rose, Bernardo Teruggi, Gustavo Fontana y Jose Luis Cladera, Mario Perusso y Lito Valle. A ellos se sumaron Juan Jose Castro, Luis Gianneo, Pedro Ignacio Calderon y Simon Blech, entre otros. Sus actuales directores son Dario Dominguez Xodo y Carlos David Jaimes. Desde sus inicios, la Banda Sinfonica de la Ciudad realiza una constante tarea de divulgacion tanto en espacios abiertos, plazas y parques como en salas de conciertos y escuelas publicas portenas, donde desarrolla una intensa labor pedagogica mediante su ciclo anual de conciertos didacticos. En el ano de su 110° aniversario tiene muchas novedades y festejos, en breve presentara un libro con detalles de extensa trayectoria e imagenes historicas ineditas; tambien tiene programado una presentacion mensual en la sala de la Usina del Arte, donde alternaran conciertos didacticos para alumnos de escuelas portenas y conciertos especiales.
417	Parque de la Estacion	https://disfrutemosba.buenosaires.gob.ar/lugares/parque-de-la-estacion	NULL	NULL	Parques y Plazas	Almagro	Tte. Gral. Juan Domingo Peron 3326, B1613AUT CABA, Argentina	NULL
427	Feria de Mataderos	https://disfrutemosba.buenosaires.gob.ar/lugares/feria-de-mataderos	NULL	NULL	NULL	NULL	NULL	En la Feria de Mataderos podes comprar piezas artesanales unicas realizadas por artesanos y artesanas de distintas partes de nuestro pais. Desayunar, almorzar o merendar con amigos o familia y disfrutar de comidas y dulces regionales. Aprender telar, danzas folkloricas, guitarra, lengua quichua, sikus. Participar de sus talleres gratuitos y libres para todas las edades.Todos los domingos | De 11 a 18 hAv. Lisandro de la Torre y Av. de los Corrales | MataderosEntrada libre y gratuita. Se suspende por lluvia.#Cuidarteescuidarnos------------------------------------------------------------------------------------------------------------------------------------------------Sobre la FeriaFue creada en 1986 con el objetivo de generar un espacio permanente para la produccion y difusion de nuestras raices culturales a traves de las artesanias, la musica, los platos tipicos y todas las costumbres de nuestro folclore nacional. Es asi que durante todos estos anos, vecinos y vecinas de la Ciudad pudieron acercarse a su inmenso predio al aire libre para degustar lo mejor de nuestra gastronomia, ver en vivo a artistas folcloricos locales y regionales, y adquirir piezas realizadas por productores artesanales de todo el pais.La Feria, una de las mas grandes de la Ciudad, se convirtio en un verdadero espacio de encuentro, hecho a medida de los historicos mercados populares, donde se valoriza tanto la calidad como la autenticidad de los productos expuestos y ofreciendo espectaculos de musica y baile realizados por profesionales de nuestro folclore.
435	La Rural	https://disfrutemosba.buenosaires.gob.ar/lugares/la-rural	NULL	NULL	Centros culturales	Palermo	Av. Sarmiento 2704, Buenos Aires, Argentina	NULL
458	Espacio Cultural Julian Centeya	https://disfrutemosba.buenosaires.gob.ar/lugares/espacio-cultural-julian-centeya	NULL	NULL	Centros culturales	San Cristobal	Av. San Juan 3255, C1233ABC CABA, Argentina	NULL
472	Biblioteca del Teatro Colon	https://disfrutemosba.buenosaires.gob.ar/lugares/biblioteca-del-teatro-colon	NULL	NULL	Teatros	NULL	NULL	La Biblioteca del Teatro Colon cuenta con un vasto material de archivo, integrado por programas de mano que datan desde 1908 a la actualidad, libros, recortes, diarios musicales, partituras, entre muchos documentos mas, ademas de que se encuentra en permanente incorporacion y restauracion de los mismos. En este momento, el espacio cuenta con aproximadamente entre cinco mil y siete mil ejemplares y prevee aumentar su cantidad.Desde hace unos anos, la sala cuenta con terminales de autoconsulta sobre los programas de mano digitalizados, donde los asistentes podran informarse dentro de la intranet del Centro de Documentacion. La biblioteca, ademas, cuenta con un escaner que permitira reproducir sin cargo y a quien lo necesite, hasta dos hojas por libro.Ya se encuentran a disposicion para su consulta los recortes de prensa (encuadernados)&nbsp; desde el ano 1928, que se van incorporando a la coleccion existente en biblioteca.De lunes a viernes de 10 a 17 h con turno previo. Pedi tu turno en&nbsp;bibliotecaeatc@buenosaires.gob.ar | Para mas informacion comunicarse al&nbsp; 4378-7137&nbsp; o&nbsp; 4378-7198Teatro Colon | Tucuman 1171 | (Pasaje de los Carruajes)Entrada gratuita#Cuidarteescuidarnos
485	Biblioteca Evaristo Carriego	https://disfrutemosba.buenosaires.gob.ar/lugares/biblioteca-evaristo-carriego	NULL	NULL	Bibliotecas	Palermo	Honduras 3784, C1180 ACB, Buenos Aires, Argentina	NULL
487	Casa de la lectura	https://disfrutemosba.buenosaires.gob.ar/lugares/casa-de-la-lectura	NULL	NULL	Bibliotecas	Villa Crespo	Lavalleja 924, C1414DTT CABA, Argentina	NULL
500	Espacio Cultural Carlos Gardel	https://disfrutemosba.buenosaires.gob.ar/lugares/espacio-cultural-carlos-gardel	NULL	NULL	Centros culturales	Colegiales	Olleros 3640, C1427EGP CABA, Argentina	NULL
520	Smart Plaza	https://disfrutemosba.buenosaires.gob.ar/lugares/smart-plaza	{'Domingo', 'Viernes', 'Jueves', 'Lunes', 'Sabado', 'Miercoles', 'Martes'}	{'11:00 a 01:00', '11:00 a 00:00'}	Gastronomia	Parque Patricios	Pepiri 185, C1437 EIC, Buenos Aires, Argentina	Smart Plaza Patio Parque Patricios, la primera plaza inteligente de America Latina, se renovo y suma una experiencia tecnologica con aplicacion propia. Cuenta con seis puestos con oferta gastronomica de hamburguesas, pizzas, comida natural, pescados, helado, pasteleria y cafeteria ademas de dos cervecerias, todo para disfrutar al aire libre. Los diferentes menus pueden verse y pedirse desde la aplicacion Smart Plaza para evitar largas filas, pagar de forma electronica y poder ubicarse en una de las 50 mesas con bancos de madera a disposicion.Lunes a Jueves | 11 a 00 hViernes y sabados | 11 a 1 hDomingo | 11 a 00 hPepiri 185 (esquina Uspallata)Entrada libre y gratuita
530	Agosto en el Cultural Carlos Gardel	https://disfrutemosba.buenosaires.gob.ar/lugares/agosto-en-el-cultural-carlos-gardel	NULL	NULL	Centros culturales	NULL	NULL	Este agosto, en el Centro Cultural Carlos Gardel, empieza con las siguientes actividades:IndomitaA partir de un juego se produce un encuentro de cuatro mujeres que hicieron historia: Marilyn Monroe, Juana Azurduy, Marie Curie y Simone de Beauvoir. A traves de cartas originales escritas por ellas: una guerrera, una filosofa, una actriz y una cientifica, cada una nos acerca a sus ideas, convicciones, amores, angustias, contradicciones y pasiones.5 de agosto | 20:30h&nbsp;“Cumbia Morena Cumbia”, Mauricio KartunEntre las ruinas de un viejo club abandonado, Wily y Rulo esperan a las rubias de sus suenos. Se debaten entre el escepticismo y la ilusion, entre la euforia y la depresion. Al modo de los personajes beckettianos estos Vladimir y Estragon vernaculos expresan la desolacion, la negacion de la realidad y del paso del tiempo utilizando como unico recurso la construccion de una historia conmovedora por lo ilusoria y fantastica. Como siempre la lucha entre la fantasia y lo real, entre las circunstancias que corroen y las esperanzas que nos invitan a seguir.&nbsp;6 de agosto | 20:30hTodos Vivos2 de abril de 1982. Luis, un muchacho de 18 anos, es convocado a la guerra de Malvinas. La idea de ir al combate lo paraliza y el terror le hace perder la razon. Desde entonces es un excombatiente que vive a la intemperie del sentido, un veterano que camina en el limite entre la realidad y la ficcion de nuestra propia historia.12 de agosto | 20:30hLa Magia es cosa seriaUn espectaculo de magia, clown, circo y comedia fisica creado por Capotina, donde Kikina y Allegro transitan situaciones disparatadas siendo el hilo conductor la magia.13 de agosto | 16hEl Karaoke del Buen SufrirLa Conga del Buen Sufrir te invita a El Karaoke del Buen Sufrir, una posibilidad unica de subirte al escenario a cantar con una banda en vivo y divertirte con monologos y escenas de humor.13 de agosto | 20hTenues e Intensos, Lila KB&nbsp;&nbsp;Una muestra basada en series desarrolladas durante los particulares anos 2020 y 2021. Estos cuadros buscan reflejar la interaccion compleja entre mi mundo interior y exterior, unidos por una energia vital que irrumpe y se arremolina. La estructura nace del gesto automatico. En algun momento, las imagenes se diluyen, se conectan con un recuerdo intenso y definen la conexion personal con esa imagen. El espectador completara la obra.Inauguracion 2 de agosto | 19h2 al 14 de agosto | 11 a 20hArtistas por PalestinaSeleccion de obras pertenecientes a la coleccion del III Salon Latinoamericano y VI Nacional de Grabado Palestina Libre. Esta exposicion resalta el compromiso de artistas por la defensa de los derechos humanos del pueblo palestino. Desde distintos ambitos de la cultura Argentina y de otros paises de America Latina, las artes plasticas y otros modos de expresion se han constituido en medios esenciales para difundir la realidad palestina y concientizar sobre lo que padece. “Artistas por Palestina” es una puerta, una ventana, una llave fundamental para ver, escuchar y sentir parte de la realidad del pueblo palestino.16 al 28 de agosto | 11 a 20hEspacio Cultural Carlos Gardel | Olleros 3640Entrada libre y gratuita
532	Agosto en el EC Julian Centeya	https://disfrutemosba.buenosaires.gob.ar/lugares/agosto-en-el-ec-julian-centeya	NULL	NULL	Centros culturales	NULL	NULL	Las Marias: Asociacion Civil 7 coloresEsta obra de teatro trata la vida de dos hermanas que se reencuentran en un lugar indefinido. Sus historias estan atravesadas en sus relatos, con recuerdos de sus infancias y adolescencias. Un padre patriarcal las vincula al mandato de ser mujer. El perdon a una madre y la muerte inesperada por un femicidio las hara entretejer nuevos desafios con la esperanza de encontrar la libertad anorada.Esta obra esta inspirada en mujeres que fueron victimas de violencia de genero. Donde el poder se construye en estructuras de techos de cristales que repercuten en la vida de cuerpos femeneizados. Un arduo trabajo de mirada interseccional vincula al espectador a una profunda reflexion de los privilegios adquiridos y los derechos que faltan conquistar para las mujeres, travestis, lesbianas y trans, ¿La sororidad sera el unico destino?Viernes 5 de agosto | 20:30hOrquesta de tango de la UNA + Quinteto de los ReyesLa Orquesta de Tango de la UNA, dirigida por Ariel Pirotti, esta integrada por estudiantes y musicos muy jovenes, e intenta evocar la sonoridad de las grandes orquestas tipicas que florecieron en los anos dorados del tango desde una estetica renovadora con sus arreglos e interpretaciones. Con su primer disco El Rejunte recibio el Premio Gardel como Mejor Nuevo Artista de Tango. Se presento en diversos escenarios portenos y fue nominada al Latin Grammy 2017.Formado en 2016 por Alejo de los Reyes, el Quinteto De los Reyes grabo el acompanamiento de los discos de Ruben Llaneza (cantor de la orquesta de Joaquin Do Reyes en la decada del 50) y Paula Serrano. Participo de varios importantes eventos, entre los que se destaca su concierto en el Festival Buenos Aires Tango 2018. Actualmente se encuentra registrando su primer disco instrumental, con nuevas versiones de tangos clasicos y algunas composiciones originales.Sabado 6 de agosto | 21hGushiEl diabolo es un invento milenario de origen chino. Se utilizaba tiempo antes de Cristo para ahuyentar malos espiritus. Brunitus recupera este origen mistico en su nuevo espectaculo para generar un viaje. Un viaje por las emociones humanas a traves de este elemento que gira, da saltos y se enreda, como nuestras historias.Gushi es una fabula circense. Una propuesta poetica e intensa. Un espectaculo para toda la familia.Domingo 7 de agosto | 17hLucia D’Agostino en Concierto: Cantando HistoriasLa cantante homenajea a Carlos Gardel compartiendonos un repertorio variado, acompanada por Shino Onhaga en piano y Olga Talero en violin.Viernes 12 de agosto | 20hEspacio Cultural Julian Centeya - Av. San Juan 3255Entrada gratuita
554	Folclore en casa	https://disfrutemosba.buenosaires.gob.ar/lugares/folclore-en-casa	NULL	NULL	NULL	NULL	NULL	La tercera temporada, conducida por Mariana Bocca que podra verse los domingos a las 21 horas por el canal de la Ciudad y por la plataforma Vivamos Cultura, llega renovada. Este ano, cada emision se filmara en una pena o espacio dedicado al folklore en la Ciudad de Buenos Aires o del conurbano. Una vez mas los entrevistados seran artistas reconocidos del folklore argentino como: Zamba Quipildor, Aldy Balestra y el trio Tupa, Sant2, el Condor Sbarbati, La Fortunata (Guadalupe Fleitas y Sebastian Farias Gomez), Nancy Abalos, Caro Centurion, Ffanco Luciani, Nahuel Pennisi y el Chango Spasiuk.Por “Folklore en Casa” ya pasaron figuras de la talla de: Antonio Tarrago Ros, Marian Farias Gomez, Belen Jaramillo, el Indio Rojas, Carlos Di Fulvio, Lorena Astudillo, Jose Luis Castineira de Dios, la Negra Chagra y Pancho Figueroa, entre otros. Y en su tercera edicionpromete seguir resaltando y visibilizando la importancia de este arte federal que es parte de nuestra cultura.Sobre el programa“Folklore en casa” surge de un convenio firmado el 22 de agosto de 2020, Dia del Folklore, entre el Ministerio de Cultura de la Ciudad y la Academia Nacional del Folklore, De esta manera, el Ministerio de Cultura, a traves de su programa Cultura Federal, y el Canal de laCiudad se proponen difundir nuestro arte folklorico a traves de sus mas variados referentes. El Canal de la Ciudad se emite por Cablevision 7– 515 (Flow), Telecentro 22(Digital) – 71, Intv 27, Red Intercable 401 (Digital), DirecTV 239.
564	Presentaciones de libros	https://disfrutemosba.buenosaires.gob.ar/lugares/presentaciones-de-libros	NULL	NULL	Espectaculos	NULL	NULL	Libros creados por pensadores, creadores, artistas que inspiran la creatividad, el vinculo con las artes, el descubrimiento de vocaciones, los cruces y mezclas de disciplinas y estilos, la experimentacion, el conocimiento de diferentes lenguajes creativos, la cultura libre, sustentable y colaborativa. Durante Mayo y Junio, en CC Recoleta se presentaran los siguientes libros:Mar. 26.07 El tiempo de Isidro de Nico Mendoza | 18 h | Sala 6Sab. 30.07 Proyectos de Fanzine, Novela grafica y Libro Album | 15 h | Patio de los NaranjosMar. 02.08 Esencia de cada alma de Franco Avolio | 19 h | Sala 6
565	Lecturas Performaticas	https://disfrutemosba.buenosaires.gob.ar/lugares/lecturas-performaticas	NULL	NULL	Espectaculos	NULL	NULL	La vinculacion de estas artes y el texto escrito genera creaciones performaticas: lecturas que suceden entre videoinstalaciones y musica. Poetas que escriben desde la incertidumbre. Textos que se hacen sonoros, visuales, tangibles. Durante los meses de Mayo, Junio y Julio se llevaran a cabo las siguientes lecturas performaticas en CC Recoleta:&nbsp;Jue. 11.08 La guerra suave. Karaoke poetico organizado por Malena Saito y Florencia Del Castillo | 19 h | Patio del Aljibe&nbsp;Dom. 21.08&nbsp; Auto Cine organizado por Colectivo 17 | 18 h | CineJue. 08.09 Las venas comunicantes organizado por Flor Codagnone y Damo Munoz | 19 h | Patio del Aljibe
569	Pedaleando BA	https://disfrutemosba.buenosaires.gob.ar/lugares/pedaleando-ba	NULL	NULL	NULL	NULL	NULL	Pedaleando BA, es uno de los programas de Turismo en Barrios, los circuitos autoguiados organizados por el Ente de Turismo de la Ciudad de Buenos Aires. La propuesta es recorrer los barrios de la Ciudad con rutas al aire libre para hacer a pie o en bicicleta, y disfrutar de la gastronomia, el arte urbano, los comercios, los espacios verdes y los lugares mas emblematicos de cada uno.&nbsp;Mediante un mapa online, se pueden localizar una enorme variedad de puntos de interes: plazas, parques, rincones especiales, murales, clubes, edificios emblematicos por su arquitectura y diseno, comercios, su historia y mitos que marcan la impronta de cada barrio.CONOCE TODOS LOS RECORRIDOSCIRCUITO 1 | Caballito, Villa Crespo y ColegialesMezcla de tradicion con modernidad, pedalear por estos barrios te invita a conocer joyas arquitectonicas, sumergirte en el tango de Pugliese, perderte en el aroma a cafe de los Bares Notables que encontraras por el camino y detenerte a descansar en sus parques y plazasCIRCUITO 2 | Saavedra, Villa Urquiza y CoghlanPedalear por estos barrios te invita a conocer museos, parques, murales y la huella profunda de la presencia artistica en la figura del Polaco Goyeneche.CIRCUITO 3 | Coghlan, Belgrano y NunezEn la zona norte del mapa de la Ciudad, el Ferrocarril dejo su huella. En dos ruedas, vas a poder apreciar como conviven las casonas senoriales con construcciones muy modernas. Disfruta de sus espacios verdes, de las callecitas con historia y animate a conocer todos sus secretos.CIRCUITO 4 | Parque Chacabuco, Boedo y Parque PatriciosUna invitacion a asomarte a tu ninez, cuando jugabas en la vereda y todo era diversion. Calles empedradas, casas bajas, mucho arte urbano, rincones llenos de historia y espacios verdes para descansar en medio de la naturaleza. ¡A disfrutar!CIRCUITO 5 | PalermoUn barrio lleno de arte urbano y espacios verdes, como el Jardin Japones, plaza Italia y los parques Las Heras y Tres de Febrero. En el medio, vas a encontrar una buena cantidad de propuestas gastronomicas y un circuito de interesantes museos. ¿Vamos?CIRCUITO 6 | Recoleta y RetiroSon dos de los barrios mas emblematicos y con mayor cantidad de atractivos turisticos de la Ciudad. Desde las dos ruedas, vas a poder ver construcciones de gran valor arquitectonico, como el Teatro Colon, la Cancilleria o la Facultad de Derecho de la UBA. Tambien te encontraras con hermosos espacios verdes, entre ellos la plaza Lavalle, la plaza Francia y la plaza San Martin. Y, ademas, vas a pasar por una enorme variedad de museos, el de Bellas Artes o el de Arquitectura y Diseno, entre otros. Tambien vas a disponer de una buena cantidad de propuestas gastronomicas. ¡Que disfrutes del paseo!&nbsp;
573	Muestras de Artes Visuales	https://disfrutemosba.buenosaires.gob.ar/lugares/muestras-de-artes-visuales	NULL	NULL	Espectaculos	NULL	NULL	El Cultural San Martin invita a recorrer las muestras visuales que se encuentran en exposicion con entrada libre y gratuita:La quinta pared, por Agustina AlazrakiEntre lo surreal y lo sublime del pensamiento pictorico, la artista presenta una serie de emociones receptadas a partir de lo onirico. Mediante vivencias noctambulas de lo etereo, recibe un llamado de lo mas recondito del inconsciente y recurre a el para expresar en figuras, formas y perspectivas, el camino hacia lo insondable e incognito.La quinta pared nos invita a transitar este mundo, nuestro propio mundo imaginario que vamos descubriendo a medida que observamos como propios protagonistas de momentos antagonicos y sin limites en la imaginacion de los suenos mismos.&nbsp;Hasta el 21 de agosto | EntresueloNi tan POPular, por Barbi ArcuschinLas relaciones que Barbi establece a traves de sus capturas muestran un lenguaje particular, artistico y documental con coordenadas espacio-temporales muy precisas, en donde aparecen personajes de muy variada indole. Muchas de estas personas no podrian pasar desapercibidas, pareciera que se desplazan entre lo cotidiano como si estuvieran en un escenario, pero otras, por el contrario, centellean su anonimato y ahi es donde la artista logra senalar con el lente algun detalle o nota que exhibe el rasgo particular que las identifica. A veces una mirada, otras un gesto exaltado. Asi, su busqueda se trata mas de un dialogo revisionista de los trazos de nuestro tiempo que de una cronica realista.&nbsp;Hasta el 21 de agosto | Hall AB¿Soy yo?, por Griselda Alvarez&nbsp;En esta muestra, compuesta por 32 dibujos realizados en acrilico, rotuladores y tinta sobre papel, la artista propone encontrarnos y perdernos con ella mediante un juego de miradas: ¿Soy yo?, me preguntas con sorpresa. Si claro, respondo, y soy yo tambien jugando a ser vos. Fragmentada, desordenada, tratando de juntar, de unir mi rompecabezas de caras, mi juego personal de acercar lo que todavia esta separado. Contar historias de instantes compartidos, de suenos, de amistad, de admirada admiracion. Unir, abrazar, apretar, dar la mano, volver a mirar. Espejar. Soy yo que te mira, sos vos que me miras.Hasta el 31 de agosto | Hall sala Enrique MuinoJoyas del Delta - tecnologia espiritual, por Maja LascanoEl proyecto se encuentra compuesto por esculturas blandas que seran activadas performativamente durante los meses en que permanezcan alli. Se trata de un ornamento blando inspirado en los colores, fauna y flora del Delta, un dispositivo de tecnologia espiritual. Un tallo pende del techo. Un fragmento de paisaje oro rose que incuba al sol en el hall marmoreo de El Cultural San Martin. Un objeto que tiene energia propia, hecha con la tuya y mia. Un ornamento que crece dentro del profundo flujo planetario; una de las maneras de construir las muchas capas de la espiritualidad.Hasta diciembre | EntrepisoMedio y medium, por Julieta Proto, Ines Deluca, Ampato Feito y Camila Julieta CaceresHacia dentro y hacia afuera, los trabajos de Deluca capturan imagenes de mundos que se alejan hacia lo desconocido. Parada en una membrana invisible, un ojo mira hacia los astros y las constelaciones lejanas, y el otro hacia el interior del magma germinal de nuestra tierra. En las pinturas de Caceres, las formas seductoras y atractivas que juegan con las representaciones de los cuerpos se encuentran con un universo geometrico restrictivo y convencional, como la del propio marco de una pintura, generando incomodidades visuales y conceptuales. La pintura de Proto se orienta a partir de recuerdos que, derruidos como si fuera un fresco antiguo, son restaurados por medio de lagunas tonalizadas y texturadas asi como por rellenos fantasiosos, produciendo un efecto pareidolico en quien la recibe. Por su parte, Feito se mueve con soltura entre los significantes y propone escenas que nos invitan a reflexionar en torno a los conductos detras de lo que el lenguaje articulado permite nombrar; una mesa de luz o un escritorio se convierten en laboratorio fenomenologico. Ante las obras aqui presentadas existe la posibilidad de asumir una posicion dialectica que se hamaca y se retroalimenta entre dos polos: la aceptacion de lo que se ve. una confianza ciega, y una actitud analitica que se abre al descubrimiento.Hasta el 21 de agosto | Sala VerticalJueves a domingos | 15 a 21hEl Cultural San Martin | Sarmiento 1551Entrada gratuita
575	Centro Cultural Lola Mora	https://disfrutemosba.buenosaires.gob.ar/lugares/centro-cultural-lola-mora	NULL	NULL	Centros culturales	Caballito	Rio de Janeiro 946, C1414 CABA, Argentina	NULL
579	Ecobici	https://disfrutemosba.buenosaires.gob.ar/lugares/ecobici	NULL	NULL	NULL	NULL	NULL	El primer sistema de bicicletas publicas de la Argentina se inauguro con tres estaciones con atencion personalizada, 72 bicicletas y alrededor de 100 viajes diarios. Hoy tiene 280 estaciones automaticas en 47 barrios y esta disponible las 24 horas, los siete diasde la semana.Ecobici es gratuito para todas las personas residentes del pais de lunes a viernes (dias habiles) con hasta cuatro viajes de 30 minutos cada uno. Si queres utilizar las bicis los fines de semana o pedalear por mas tiempo, podes conocer los nuevos pases que ya estan habilitados. Si sos turista extranjero y queres usar Ecobici tenes que obtener un pase turistico exclusivo. Conoce los nuevos pases aca.Elegi tu pase a traves de la app para empezar a pedalear.Acercate a una estacion. Genera un codigo a traves de la app e ingresalo en el anclaje de la bici que quieras retirar. Espera la luz verde y retira la bici tomando el manubrio con una mano y levantando el asiento con la otra.Devolve la bici en cualquier estacion. Ancla la bici en un espacio libre, levantandola para trabarla correctamente en la ranura. Espera la senal sonora y la luz verde que confirman la correcta devolucion de la bicicleta.Todas las dudas que tengas del sistema podes consultarlas en&nbsp;BA Ecobici Preguntas FrecuentesMas informacion www.buenosaires.gob.ar/ecobici/sistema-ecobici
599	Ventanilla Fija	https://disfrutemosba.buenosaires.gob.ar/lugares/ventanilla-fija	NULL	NULL	NULL	NULL	NULL	Llega la primera edicion de Ventanilla Fija, un programa de asesoramiento legal y gratuito dirigido exclusivamente a hacedores de la industria del sonido.El programa tiene como objetivo brindar asesoramiento legal integral en lo relativo a derechos musicales de autores/compositores, interpretes y productores fonograficos, contratos en la industria musical y derecho de entretenimiento a proyectos musicales y/o sonoros emergentes en todo el territorio de la Republica Argentina. Esta iniciativa estara abierta desde el 1 de junio hasta el 30 de noviembre para cualquier persona con un proyecto sonoro que desee recibir asesoramiento legal. El mismo consta de un encuentro virtual de una duracion aproximada de cuarenta y cinco minutos con una profesional en la materia quien asesorara de manera gratuita y particular. Para autores/compositores, interpretes y/o productores fonograficos, el programa servira para saber cuales son los derechos como musico/a independiente, entender como son los procesos de registro, que implicancias tienen los contratos firmados y muchos otros aspectos legales para el desarrollo de un proyecto musical.&nbsp; Podes solicitar un turno a traves de MiBA.&nbsp;Desde el 01 de junio hasta el 30 de noviembrePrograma gratuito | Atencion virtual
665	Produccion integral de podcast	https://disfrutemosba.buenosaires.gob.ar/lugares/produccion-integral-de-podcast	NULL	NULL	NULL	NULL	NULL	Estudio Urbano y el Festival BA Podcast, abren las inscripciones para la produccion integral de podcast. Un ciclo de formacion a distancia, gratuito, con vacantes limitadas, que abarcara, durante 6 modulos de cuatro clases cada uno, todas las etapas y aspectos de produccion de este formato de audio.La cursada tendra una duracion total de 3 meses, entre julio y septiembre y comenzara las inscripciones el martes 21 de junio, a traves del sitio web de Estudio Urbano. Cada modulo, dictado por reconocidos profesionales en el rubro, tendra cuatro encuentros virtuales semanales, y abarcara los siguientes temas:1. Produccion integral de podcast, por Yesica Bernardou y Marco Tonizzo.Martes, de 18 a 20 hs. Comienza el 5 de julio2. Preproduccion: guion y narrativa, por Joaquin StringaJueves, de 18 a 20 hs. Comienza el 7 de julio3. Aspectos legales y monetizacion, por Agustina Laboureau y Josefina Bonifacio.Martes, de 18 a 20 hs. Comienza el 2 de agosto 4. Arquitectura y diseno sonoro, por Marcos Serrao Gomez.Jueves, de 18 a 20 hs. Comienza el 4 de agosto 5. Podcast brandeados y estrategias de difusion, por Maria Laura Russo.Martes, de 18 a 20 hs. Comienza el 6 de septiembre 6. Distribucion multiplataforma y gestion tecnologica, por Gonzalo Soraiz.Jueves, de 18 a 20 hs. Comienza el 8 de septiembreInscripcion del 21 de junio a las 12h hasta el lunes 27 de junio a las 20h&nbsp;en https://www.buenosaires.gob.ar/estudiourbano o por correo a bapodcast@buenosaires.gob.ar. estara abierta para los primeros dos modulos. Los siguientes recibiran aplicaciones hasta unas semanas antes del comienzo de cada cursada. Las personas que resulten inscriptas seran contactadas para confirmar su participacion.-------------------------------------------------------------------------------------------------------------Estudio Urbano es un programa integral de capacitacion y formacion centrado en las industrias culturales, especialmente en la musica, que trabaja con las culturas juveniles con el objetivo de acercarles herramientas de conocimiento, a partir de su oferta anual de cursos y talleres y depende de la Direccion General de Musica, del Ministerio de Cultura del Gobierno de la Ciudad de Buenos Aires.Es un espacio de promocion de la actividad musical, que cuenta con un estudio de grabacion de acceso gratuito y recibio recientemente el apoyo de la UNESCO, para desarrollar politicas de formacion e inclusion con sectores vulnerables de la ciudad Para mas informacion sobre todas las actividades que realiza Estudio Urbano, buenosaires.gob.ar/estudiourbano.
